V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
0.0863115144893527,-0.394231206271797,0.0193808134645224,-0.51070569222793,-0.13426501955837,0.251455257646739,-0.567077136132866,-0.700384558644146,0.433198193088174,-0.699939477723092,X1
0.602179967798293,0.777366232126951,-0.617839551530778,0.00193771533668041,0.813811670988798,0.929597182199359,0.963026585057378,-0.181818770244718,0.368117144796997,-0.397920983377844,X2
0.715974970255047,-0.150709506124258,-0.588885778561234,-0.953118473757058,-0.242197695188224,-0.0150192365981638,0.34198425617069,-0.441473588813096,-0.365282284095883,-0.459036677610129,X1
-0.403170445468277,0.927796319127083,0.437479658517987,-0.645826842170209,-0.352088648360223,0.869053127244115,0.897399011068046,-0.55978296790272,-0.111704144626856,0.40199332498014,X2
-0.89208312984556,-0.814983706921339,0.836605400312692,0.950062830466777,-0.87854721583426,-0.846558516379446,-0.937767144292593,0.398074514232576,0.250202182680368,0.933490267023444,X2
-0.550323923118412,0.72624221118167,-0.00333443330600858,0.0620894152671099,0.349821127019823,0.0157263008877635,-0.643550860695541,0.241864579264075,0.566038180142641,0.426407098770142,X1
0.847994497045875,-0.242487285286188,0.00477285170927644,0.0370052633807063,-0.0409086477011442,0.380591907072812,-0.388547140173614,-0.754588734358549,0.592908259481192,0.278379052411765,X1
0.807756952010095,0.788911068346351,-0.490069898311049,-0.715660186950117,0.653701328672469,-0.0295407949015498,-0.492583313956857,0.988000674173236,-0.652929650619626,0.804759169463068,X2
0.45787137793377,-0.880073968786746,-0.185116846580058,-0.386619538068771,0.0630053505301476,-0.0557332932949066,0.752312494907528,-0.367412078659981,0.91972899902612,0.294311583042145,X1
0.515008363407105,0.262724719010293,0.940598978661001,0.828742256388068,-0.103131607174873,-0.857419984880835,-0.427593835163862,0.133455548901111,-0.291207326110452,-0.577820602804422,X2
0.225449874065816,0.996254048775882,0.877849770709872,-0.635411168914288,0.474934432189912,-0.243798727635294,-0.852259159553796,0.274956896901131,-0.605227772146463,-0.647898820228875,X2
0.0611058780923486,0.282109476625919,-0.838039443362504,0.30707005225122,0.345017196144909,0.857591012492776,-0.887114568147808,0.477665735874325,-0.0887739434838295,0.799450899939984,X2
-0.871728694997728,-0.0298993671312928,0.106174848042428,0.621513835620135,-0.939036025200039,-0.943753983359784,0.451148824766278,0.892279984429479,0.747181928250939,0.402590287383646,X2
-0.341740190051496,0.968939369544387,0.0655992245301604,-0.887129781302065,-0.811381894163787,0.878037052229047,-0.784244185313582,-0.435102851130068,0.658962790854275,-0.164318667259067,X2
-0.78245090553537,-0.963257511612028,0.179969606455415,-0.636388880666345,0.0164564251899719,0.239821539726108,0.744634220842272,-0.270335662178695,-0.681005011312664,0.711245364043862,X2
-0.279095842503011,-0.468152623157948,-0.911106423009187,-0.109469196759164,0.240137267392129,0.813415738753974,-0.0707033588550985,-0.0663254223763943,0.46248634532094,-0.298733066767454,X1
-0.0888962028548121,-0.0479546110145748,-0.793933693319559,0.954752923455089,-0.575775637757033,-0.98732538567856,-0.858823885209858,-0.815070090815425,-0.0923432125709951,0.28035959135741,X2
-0.862023991532624,-0.63873548945412,0.497090504039079,-0.691792141646147,0.754028713330626,-0.686167994048446,-0.189007569570094,-0.751156518235803,0.19440447865054,-0.340814361814409,X2
-0.647748908493668,-0.779114114120603,0.967569043859839,-0.70315948035568,-0.0668194140307605,-0.223246401641518,-0.175456998869777,-0.476237316150218,-0.809585377108306,-0.114133480004966,X2
-0.161374380812049,-0.35615845490247,-0.050965815782547,-0.412993613164872,0.468242044560611,0.355017845984548,-0.573253817856312,0.405250475741923,-0.48652524035424,-0.153036186937243,X1
